id,type,domain,enabled,date_added,date_modified,comment
29,0,cdnjs.cloudflare.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
30,0,cert.mgt.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
31,0,clientconfig.passport.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
32,0,clients1.google.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
33,0,clients2.google.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
34,0,clients3.google.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
35,0,clients4.google.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
36,0,clients5.google.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
37,0,clients6.google.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
38,0,connectivitycheck.android.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
39,0,connectivitycheck.gstatic.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
40,0,continuum.dds.microsoft.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
41,0,cpms.spop10.ams.plex.bz,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
42,0,cpms35.spop10.ams.plex.bz,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
43,0,cse.google.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
44,0,ctldl.windowsupdate.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
45,0,cws.conviva.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
46,0,d2c8v52ll5s99u.cloudfront.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
47,0,d2gatte9o95jao.cloudfront.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
48,0,dashboard.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
49,0,dataplicity.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
50,0,def-vef.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
51,0,delivery.vidible.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
52,0,dev.virtualearth.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
53,0,device.auth.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
54,0,display.ugc.bazaarvoice.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
55,0,displaycatalog.mp.microsoft.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
56,0,dl.delivery.mp.microsoft.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
57,0,dl.dropbox.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
58,0,dl.dropboxusercontent.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
59,0,dns.msftncsi.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
60,0,download.sonarr.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
61,0,drift.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
62,0,driftt.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
63,0,dynupdate.no-ip.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
64,0,ecn.dev.virtualearth.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
65,0,edge.api.brightcove.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
66,0,eds.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
67,0,fonts.gstatic.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
68,0,forums.sonarr.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
69,0,g.live.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
70,0,geo-prod.do.dsp.mp.microsoft.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
71,0,geo3.ggpht.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
72,0,gfwsl.geforce.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
73,0,giphy.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
74,0,github.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
75,0,github.io,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
76,0,googleapis.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
77,0,gravatar.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
78,0,gstatic.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
79,0,help.ui.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
80,0,hls.ted.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
81,0,i.ytimg.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
82,0,i1.ytimg.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
83,0,imagesak.secureserver.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
84,0,img.vidible.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
85,0,imgix.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
86,0,imgs.xkcd.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
87,0,instantmessaging-pa.googleapis.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
88,0,intercom.io,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
89,0,jquery.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
90,0,jsdelivr.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
91,0,keystone.mwbsys.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
92,0,lastfm-img2.akamaized.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
93,0,licensing.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
94,0,live.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
95,0,livepassdl.conviva.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
96,0,login.live.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
97,0,login.microsoftonline.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
98,0,manifest.googlevideo.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
99,0,meta-db-worker02.pop.ric.plex.bz,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
100,0,meta.plex.bz,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
101,0,meta.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
102,0,microsoftonline.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
103,0,msftncsi.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
104,0,my.plexapp.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
105,0,nexusrules.officeapps.live.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
106,0,nine.plugins.plexapp.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
107,0,no-ip.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
108,0,node.plexapp.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
109,0,notify.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
110,0,npr-news.streaming.adswizz.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
111,0,ns1.dropbox.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
112,0,ns2.dropbox.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
113,0,o1.email.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
114,0,o2.sg0.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
115,0,ocsp.apple.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
116,0,office.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
117,0,office.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
118,0,office365.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
119,0,officeclient.microsoft.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
120,0,om.cbsi.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
121,0,onedrive.live.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
122,0,outlook.live.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
123,0,outlook.office365.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
124,0,pings.conviva.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
125,0,placehold.it,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
126,0,placeholdit.imgix.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
127,0,players.brightcove.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
128,0,pricelist.skype.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
129,0,products.office.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
130,0,proxy.plex.bz,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
131,0,proxy.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
132,0,proxy02.pop.ord.plex.bz,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
133,0,pubsub.plex.bz,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
134,0,pubsub.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
135,0,raw.githubusercontent.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
136,0,redirector.googlevideo.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
137,0,res.cloudinary.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
138,0,s.gateway.messenger.live.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
139,0,s.marketwatch.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
140,0,s.youtube.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
141,0,s.ytimg.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
142,0,s1.wp.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
143,0,s2.youtube.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
144,0,s3.amazonaws.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
145,0,sa.symcb.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
146,0,secure.avangate.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
147,0,secure.brightcove.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
148,0,secure.surveymonkey.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
149,0,services.sonarr.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
150,0,skyhook.sonarr.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
151,0,spclient.wg.spotify.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
152,0,ssl.p.jwpcdn.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
153,0,staging.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
154,0,status.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
155,0,t.co,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
156,0,t0.ssl.ak.dynamic.tiles.virtualearth.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
157,0,t0.ssl.ak.tiles.virtualearth.net,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
158,0,tawk.to,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
159,0,tedcdn.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
160,0,themoviedb.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
161,0,thetvdb.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
162,0,tinyurl.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
163,0,title.auth.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
164,0,title.mgt.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
165,0,traffic.libsyn.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
166,0,tvdb2.plex.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
167,0,tvthemes.plexapp.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
168,0,twimg.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
169,0,ui.skype.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
170,0,video-stats.l.google.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
171,0,videos.vidible.tv,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
172,0,vidtech.cbsinteractive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
173,0,widget-cdn.rpxnow.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
174,0,win10.ipv6.microsoft.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
175,0,wp.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
176,0,ws.audioscrobbler.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
177,0,www.dataplicity.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
178,0,www.googleapis.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
179,0,www.msftconnecttest.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
180,0,www.msftncsi.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
181,0,www.no-ip.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
182,0,www.youtube-nocookie.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
183,0,xbox.ipv6.microsoft.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
184,0,xboxexperiencesprod.experimentation.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
185,0,xflight.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
186,0,xkms.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
187,0,xsts.auth.xboxlive.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
188,0,youtu.be,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
189,0,youtube-nocookie.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
190,0,yt3.ggpht.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
191,0,zee.cws.conviva.com,1,1638180442,1638180442,"Migrated from /etc/pihole/whitelist.txt"
192,3,^(.+[_.-])?adse?rv(er?|ice)?s?[0-9]*[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
193,3,^(.+[_.-])?telemetry[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
194,3,"^ad([sxv]?[0-9]*|system)[_.-]([^.[:space:]]+\.){1,}|[_.-]ad([sxv]?[0-9]*|system)[_.-]",1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
195,3,^adim(age|g)s?[0-9]*[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
196,3,^adtrack(er|ing)?[0-9]*[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
197,3,^advert(s|is(ing|ements?))?[0-9]*[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
198,3,^aff(iliat(es?|ion))?[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
199,3,^analytics?[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
200,3,^banners?[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
201,3,^beacons?[0-9]*[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
202,3,^count(ers?)?[0-9]*[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
203,3,^mads\.,1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
204,3,^pixels?[-.],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
205,3,^stat(s|istics)?[0-9]*[_.-],1,1638180442,1638180442,"Migrated from /etc/pihole/regex.list"
206,1,litedev.eu.ezvizlife.com,1,1649321343,1649321343,"Added from Query Log"
